,prime_award_unique_key,prime_award_amount,prime_award_base_action_date,prime_award_awarding_agency_code,prime_award_awarding_agency_name,prime_awardee_uei,prime_awardee_name,prime_awardee_zip_code
142,ASST_NON_693JJ22230000Y307NHA004408_6925,40696.4,2022-06-07,69,Department of Transportation (DOT),DMA7LGZ3RMT1,"TRANSPORTATION, NEW HAMPSHIRE DEPARTMENT OF",33026502
143,ASST_NON_693JJ22230000Y237NH0111007_6925,1450812.87,2022-04-15,69,Department of Transportation (DOT),DMA7LGZ3RMT1,"TRANSPORTATION, NEW HAMPSHIRE DEPARTMENT OF",33026502
144,ASST_NON_693JJ22230000Y237NH0111007_6925,1450812.87,2022-04-15,69,Department of Transportation (DOT),DMA7LGZ3RMT1,NEW HAMPSHIRE DEPARTMENT OF TRANSPORTATION,33016502
145,ASST_NON_693JJ22230000Y237NH0111007_6925,1450812.87,2022-04-15,69,Department of Transportation (DOT),DMA7LGZ3RMT1,NEW HAMPSHIRE DEPARTMENT OF TRANSPORTATION,33016502
146,ASST_NON_693JJ22230000Y233CT6121013_6925,1548869.24,2022-05-18,69,Department of Transportation (DOT),EED8DPB3U7M8,"TRANSPORTATION, CONNECTICUT DEPARTMENT OF",61114113
147,ASST_NON_693JJ22230000Y233CONBIS299_6925,1106207.0,2022-02-28,69,Department of Transportation (DOT),M95NMB9MJKF7,"TRANSPORTATION, COLORADO DEPARTMENT OF",802042305
148,ASST_NON_693JJ22230000Y240CONTIS007_6925,221844.0,2022-02-22,69,Department of Transportation (DOT),M95NMB9MJKF7,"TRANSPORTATION, COLORADO DEPARTMENT OF",802042305
149,ASST_NON_693JJ22230000Y460COSW02710_6925,145546.0,2022-02-08,69,Department of Transportation (DOT),M95NMB9MJKF7,"TRANSPORTATION, COLORADO DEPARTMENT OF",802042305
150,ASST_NON_693JJ22230000Y240CONBIS283_6925,152874.0,2022-02-14,69,Department of Transportation (DOT),M95NMB9MJKF7,"TRANSPORTATION, COLORADO DEPARTMENT OF",802042305
151,ASST_NON_693JJ22230000Y233CONBIS293_6925,194712.0,2022-02-22,69,Department of Transportation (DOT),M95NMB9MJKF7,"TRANSPORTATION, COLORADO DEPARTMENT OF",802042305
152,ASST_NON_MI-2021-049_6955,3245891.0,2021-08-18,69,Department of Transportation (DOT),NVZJM5MJ2MB6,"TRANSPORTATION, MICHIGAN DEPARTMENT OF",489331532
153,ASST_NON_693JJ22230000Y240CONBIS230_6925,82979.0,2022-03-10,69,Department of Transportation (DOT),M95NMB9MJKF7,"TRANSPORTATION, COLORADO DEPARTMENT OF",802042305
154,ASST_NON_693JJ22230000Y460CO0703476_6925,120000.0,2022-04-14,69,Department of Transportation (DOT),M95NMB9MJKF7,COLORADO DEPARTMENT OF TRANSPORTATION,80204
155,ASST_NON_693JJ22230000Y233CONTIS008_6925,62074.0,2022-03-22,69,Department of Transportation (DOT),M95NMB9MJKF7,"TRANSPORTATION, COLORADO DEPARTMENT OF",802042305
156,ASST_NON_69A37522300001640OHA_6940,1614076.0,2022-05-16,69,Department of Transportation (DOT),GLPQDNFRKQ36,"PUBLIC SAFETY, OHIO DEPARTMENT OF",432231102
157,ASST_NON_69A37522300004020OH0_6940,11736604.01,2021-12-15,69,Department of Transportation (DOT),GLPQDNFRKQ36,"PUBLIC SAFETY, OHIO DEPARTMENT OF",432231102
158,ASST_NON_69A37522300004020OH0_6940,11736604.01,2021-12-15,69,Department of Transportation (DOT),GLPQDNFRKQ36,"PUBLIC SAFETY, OHIO DEPARTMENT OF",432231102
159,ASST_NON_693JJ22230000Y030WA9917033_6925,1211000.0,2022-03-11,69,Department of Transportation (DOT),FCT9KQ8L2574,WASHINGTON ST DEPARTMENT OF TRANSPORTATION,985012348
160,ASST_NON_MI-2021-049_6955,3245891.0,2021-08-18,69,Department of Transportation (DOT),NVZJM5MJ2MB6,"TRANSPORTATION, MICHIGAN DEPARTMENT OF",489331532
161,ASST_NON_693JJ22230000Y240MN5022204_6925,891898.18,2022-09-13,69,Department of Transportation (DOT),JL4EX4R4A647,"TRANSPORTATION, MINNESOTA DEPARTMENT OF",551551800
162,ASST_NON_693JJ22230000Y240IN2100083_6925,87200.0,2022-08-01,69,Department of Transportation (DOT),JGG2ZJCXBMY3,INDIANA DEPARTMENT OF TRANSPORTATION,462042273
163,ASST_NON_693JJ22230000Y233IN1802917_6925,48000.0,2022-09-02,69,Department of Transportation (DOT),JGG2ZJCXBMY3,INDIANA DEPARTMENT OF TRANSPORTATION,462042273
164,ASST_NON_693JJ22230000Y237IN1702866_6925,48000.0,2022-08-31,69,Department of Transportation (DOT),JGG2ZJCXBMY3,INDIANA DEPARTMENT OF TRANSPORTATION,462042273
165,ASST_NON_693JJ22230000Y238MN5421188_6925,925000.0,2022-04-21,69,Department of Transportation (DOT),JL4EX4R4A647,"TRANSPORTATION, MINNESOTA DEPARTMENT OF",551551800
166,ASST_NON_KS-2022-013_6955,16802066.0,2022-07-27,69,Department of Transportation (DOT),S7VNQD6633Q6,"TRANSPORTATION, KANSAS DEPARTMENT OF",666033929
167,ASST_NON_693JJ22230000Y940MTRTP2231_6925,45000.0,2022-08-17,69,Department of Transportation (DOT),X2ABD4NRFFW9,"TRANSPORTATION, MONTANA DEPARTMENT OF",596019746
168,ASST_NON_69A3752230000405CNM0_6940,440407.32,2021-12-15,69,Department of Transportation (DOT),KW1EKL33X3H9,NEW MEXICO DEPARTMENT OF TRANSPORTATION,875051842
169,ASST_NON_69A37522300004020NY0_6940,17988261.38,2021-12-15,69,Department of Transportation (DOT),VND1SB25VXQ8,"MOTOR VEHICLES, NEW YORK STATE DEPARTMENT OF",122280001
170,ASST_NON_TX-2022-051_6955,56261200.0,2022-08-12,69,Department of Transportation (DOT),KXKDXF9XV5T3,"TRANSPORTATION, TEXAS DEPARTMENT OF",787041202
171,ASST_NON_TX-2022-050_6955,7500000.0,2022-08-29,69,Department of Transportation (DOT),KXKDXF9XV5T3,"TRANSPORTATION, TEXAS DEPARTMENT OF",787041202
172,ASST_NON_693JJ22230000Y233CA5930074_6925,250000.0,2022-07-28,69,Department of Transportation (DOT),UK66CLD4DX71,"CALIFORNIA, DEPARTMENT OF TRANSPORTATION",958167011
173,ASST_NON_693JJ22230000Y233CA5930067_6925,823631.0,2022-07-14,69,Department of Transportation (DOT),UK66CLD4DX71,"CALIFORNIA, DEPARTMENT OF TRANSPORTATION",958167011
174,ASST_NON_693JJ22230000YS30CA5930094_6925,291500.0,2022-09-19,69,Department of Transportation (DOT),UK66CLD4DX71,"CALIFORNIA, DEPARTMENT OF TRANSPORTATION",958167011
175,ASST_NON_693JJ22230000YS30CA5930095_6925,2491712.0,2022-09-19,69,Department of Transportation (DOT),UK66CLD4DX71,"CALIFORNIA, DEPARTMENT OF TRANSPORTATION",958167011
176,ASST_NON_693JJ22230000YS32OHE161060_6925,300000.0,2022-02-08,69,Department of Transportation (DOT),ERAMRH53K2Y7,"TRANSPORTATION, OHIO DEPARTMENT OF",432231102
177,ASST_NON_693JJ22230000Y240MI22A0990_6925,1019032.5,2022-09-14,69,Department of Transportation (DOT),TRR5GXJJ9254,"TRANSPORTATION, MICHIGAN DEPARTMENT OF",489331532
178,ASST_NON_693JJ22230000Y240MI22A0993_6925,1019032.5,2022-09-14,69,Department of Transportation (DOT),TRR5GXJJ9254,"TRANSPORTATION, MICHIGAN DEPARTMENT OF",489331532
179,ASST_NON_693JJ22230000Y230MI22A0475_6925,2356835.92,2022-03-23,69,Department of Transportation (DOT),TRR5GXJJ9254,"TRANSPORTATION, MICHIGAN DEPARTMENT OF",489331532
180,ASST_NON_693JJ22230000Y240MI22A0475_6925,1198683.0,2022-03-23,69,Department of Transportation (DOT),TRR5GXJJ9254,"TRANSPORTATION, MICHIGAN DEPARTMENT OF",489331532
181,ASST_NON_693JJ22230000Y001MI22A0475_6925,1190173.0,2022-03-23,69,Department of Transportation (DOT),TRR5GXJJ9254,"TRANSPORTATION, MICHIGAN DEPARTMENT OF",489331532
182,ASST_NON_693JJ22230000Y400MO7302674_6925,1150000.0,2022-09-09,69,Department of Transportation (DOT),HZLXEB71YNQ7,"TRANSPORTATION, MISSOURI DEPARTMENT OF",651016811
183,ASST_NON_MI-2021-049_6955,3245891.0,2021-08-18,69,Department of Transportation (DOT),NVZJM5MJ2MB6,"TRANSPORTATION, MICHIGAN DEPARTMENT OF",489331532
184,ASST_NON_693JJ22230000Y238WAJ011002_6925,98000.0,2022-03-23,69,Department of Transportation (DOT),FCT9KQ8L2574,WASHINGTON ST DEPARTMENT OF TRANSPORTATION,985012348
185,ASST_NON_693JJ22230000Y238WAA013021_6925,2100000.0,2022-03-07,69,Department of Transportation (DOT),FCT9KQ8L2574,WASHINGTON ST DEPARTMENT OF TRANSPORTATION,985012348
186,ASST_NON_693JJ22230000Y230IN1173162_6925,250000.0,2022-03-08,69,Department of Transportation (DOT),JGG2ZJCXBMY3,"TRANSPORTATION, INDIANA DEPARTMENT OF",462042219
187,ASST_NON_693JJ22230000Y238MI22A0439_6925,573610.88,2022-03-15,69,Department of Transportation (DOT),TRR5GXJJ9254,"TRANSPORTATION, MICHIGAN DEPARTMENT OF",489331532
188,ASST_NON_693JJ22230000Y238MI22A0359_6925,111503.0,2022-02-14,69,Department of Transportation (DOT),TRR5GXJJ9254,"TRANSPORTATION, MICHIGAN DEPARTMENT OF",489331532
189,ASST_NON_69A3752230000405BNMH_6940,381405.33,2021-12-15,69,Department of Transportation (DOT),KW1EKL33X3H9,NEW MEXICO DEPARTMENT OF TRANSPORTATION,875051842
190,ASST_NON_69A37522300004020OH0_6940,11736604.01,2021-12-15,69,Department of Transportation (DOT),GLPQDNFRKQ36,"PUBLIC SAFETY, OHIO DEPARTMENT OF",432231102
191,ASST_NON_69A37522300001640OHA_6940,1614076.0,2022-05-16,69,Department of Transportation (DOT),GLPQDNFRKQ36,"PUBLIC SAFETY, OHIO DEPARTMENT OF",432231102
192,ASST_NON_693JJ22230000Y460COR400386_6925,2481657.0,2022-02-08,69,Department of Transportation (DOT),M95NMB9MJKF7,"TRANSPORTATION, COLORADO DEPARTMENT OF",802042305
193,ASST_NON_693JJ22230000YS30IN2003020_6925,307305.0,2022-09-08,69,Department of Transportation (DOT),JGG2ZJCXBMY3,INDIANA DEPARTMENT OF TRANSPORTATION,462042273
194,ASST_NON_693JJ22230000Y240IN1902075_6925,46894.4,2022-09-13,69,Department of Transportation (DOT),JGG2ZJCXBMY3,INDIANA DEPARTMENT OF TRANSPORTATION,462042273
195,ASST_NON_693JJ22230000Y240IN1802833_6925,304000.0,2022-09-13,69,Department of Transportation (DOT),JGG2ZJCXBMY3,INDIANA DEPARTMENT OF TRANSPORTATION,462042273
196,ASST_NON_693JJ22230000Y238MI22A0440_6925,721385.16,2022-03-22,69,Department of Transportation (DOT),TRR5GXJJ9254,"TRANSPORTATION, MICHIGAN DEPARTMENT OF",489331532
197,ASST_NON_693JJ22230000Y240IN1801449_6925,49680.0,2022-09-02,69,Department of Transportation (DOT),JGG2ZJCXBMY3,INDIANA DEPARTMENT OF TRANSPORTATION,462042273
198,ASST_NON_693JJ22230000Y240COM240173_6925,372310.0,2022-03-22,69,Department of Transportation (DOT),M95NMB9MJKF7,"TRANSPORTATION, COLORADO DEPARTMENT OF",802042305
199,ASST_NON_693JJ22230000Y230COM240140_6925,411123.0,2022-09-14,69,Department of Transportation (DOT),M95NMB9MJKF7,COLORADO DEPARTMENT OF TRANSPORTATION,80204
200,ASST_NON_693JJ22230000Y230COM240165_6925,2967691.44,2022-09-22,69,Department of Transportation (DOT),M95NMB9MJKF7,COLORADO DEPARTMENT OF TRANSPORTATION,80204
201,ASST_NON_693JJ22230000Y400COM240176_6925,29148.0,2022-07-13,69,Department of Transportation (DOT),M95NMB9MJKF7,COLORADO DEPARTMENT OF TRANSPORTATION,80204
202,ASST_NON_693JJ22230000Y940MTRTP2230_6925,75000.0,2022-07-27,69,Department of Transportation (DOT),X2ABD4NRFFW9,"TRANSPORTATION, MONTANA DEPARTMENT OF",596019746
203,ASST_NON_693JJ22230000Y001VT5000001_6925,6751872.94,2022-09-02,69,Department of Transportation (DOT),K5ZLF422BS36,"TRANSPORTATION, VERMONT AGENCY OF",56414129
204,ASST_NON_TX-2022-049_6955,4455990.0,2022-08-16,69,Department of Transportation (DOT),KXKDXF9XV5T3,"TRANSPORTATION, TEXAS DEPARTMENT OF",787041202
205,ASST_NON_TX-2022-051_6955,56261200.0,2022-08-12,69,Department of Transportation (DOT),KXKDXF9XV5T3,"TRANSPORTATION, TEXAS DEPARTMENT OF",787041202
206,ASST_NON_TX-2022-050_6955,7500000.0,2022-08-29,69,Department of Transportation (DOT),KXKDXF9XV5T3,"TRANSPORTATION, TEXAS DEPARTMENT OF",787041202
207,ASST_NON_TX-2022-050_6955,7500000.0,2022-08-29,69,Department of Transportation (DOT),KXKDXF9XV5T3,"TRANSPORTATION, TEXAS DEPARTMENT OF",787041202
208,ASST_NON_TX-2022-051_6955,56261200.0,2022-08-12,69,Department of Transportation (DOT),KXKDXF9XV5T3,"TRANSPORTATION, TEXAS DEPARTMENT OF",787041202
209,ASST_NON_69A37522300004020OH0_6940,11736604.01,2021-12-15,69,Department of Transportation (DOT),GLPQDNFRKQ36,"PUBLIC SAFETY, OHIO DEPARTMENT OF",432231102
210,ASST_NON_693JJ22230000Y230CA5030067_6925,681000.0,2022-02-24,69,Department of Transportation (DOT),UK66CLD4DX71,"TRANSPORTATION, CALIFORNIA DEPARTMENT OF",958167011
211,ASST_NON_693JJ22230000YS30CA5030065_6925,1155800.0,2022-06-28,69,Department of Transportation (DOT),UK66CLD4DX71,"CALIFORNIA, DEPARTMENT OF TRANSPORTATION",958167011
212,ASST_NON_693JJ22230000YS30CA5030066_6925,221000.0,2022-03-16,69,Department of Transportation (DOT),UK66CLD4DX71,"CALIFORNIA, DEPARTMENT OF TRANSPORTATION",958167011
213,ASST_NON_69A3752230SUP4020OH0_6940,658313.96,2021-12-15,69,Department of Transportation (DOT),GLPQDNFRKQ36,"PUBLIC SAFETY, OHIO DEPARTMENT OF",432231102
214,ASST_NON_693JJ22230000Y240VA5B01224_6925,296125.0,2022-03-04,69,Department of Transportation (DOT),G7FMER65EXJ9,"TRANSPORTATION, VIRGINIA DEPARTMENT OF",232192052
215,ASST_NON_69A37522300004020OH0_6940,11736604.01,2021-12-15,69,Department of Transportation (DOT),GLPQDNFRKQ36,"PUBLIC SAFETY, OHIO DEPARTMENT OF",432231102
216,ASST_NON_693JJ22230000YS32OHE191120_6925,100000.0,2022-02-18,69,Department of Transportation (DOT),ERAMRH53K2Y7,"TRANSPORTATION, OHIO DEPARTMENT OF",432231102
217,ASST_NON_69A37522300001640OHA_6940,1614076.0,2022-05-16,69,Department of Transportation (DOT),GLPQDNFRKQ36,"PUBLIC SAFETY, OHIO DEPARTMENT OF",432231102
218,ASST_NON_69A37522300004020OH0_6940,11736604.01,2021-12-15,69,Department of Transportation (DOT),GLPQDNFRKQ36,"PUBLIC SAFETY, OHIO DEPARTMENT OF",432231102
219,ASST_NON_MI-2021-049_6955,3245891.0,2021-08-18,69,Department of Transportation (DOT),NVZJM5MJ2MB6,"TRANSPORTATION, MICHIGAN DEPARTMENT OF",489331532
220,ASST_NON_693JJ22230000Y400COSW02447_6925,41234.0,2022-02-11,69,Department of Transportation (DOT),M95NMB9MJKF7,"TRANSPORTATION, COLORADO DEPARTMENT OF",802042305
221,ASST_NON_693JJ22230000Y001CA5444018_6925,510379.08,2022-05-05,69,Department of Transportation (DOT),UK66CLD4DX71,"CALIFORNIA, DEPARTMENT OF TRANSPORTATION",958167011
222,ASST_NON_693JJ22230000Y001CA5444019_6925,281136.18,2022-05-05,69,Department of Transportation (DOT),UK66CLD4DX71,"CALIFORNIA, DEPARTMENT OF TRANSPORTATION",958167011
223,ASST_NON_693JJ22230000YS32OHE210031_6925,115650.0,2022-02-09,69,Department of Transportation (DOT),ERAMRH53K2Y7,"TRANSPORTATION, OHIO DEPARTMENT OF",432231102
224,ASST_NON_693JJ22230000Y230MI22A0360_6925,67362.55,2022-02-16,69,Department of Transportation (DOT),TRR5GXJJ9254,"TRANSPORTATION, MICHIGAN DEPARTMENT OF",489331532
225,ASST_NON_693JJ22230000Y230MI22A0275_6925,787104.77,2022-02-16,69,Department of Transportation (DOT),TRR5GXJJ9254,"TRANSPORTATION, MICHIGAN DEPARTMENT OF",489331532
226,ASST_NON_NA22NMF4380227_1330,24000000.0,2022-07-19,13,Department of Commerce (DOC),CDNFKKJT29X4,"RECREATION AND CONSERVATION OFFICE, WASHINGTON STATE",985012283
227,ASST_NON_693JJ22230000Y230MI22A0282_6925,390493.2,2022-02-16,69,Department of Transportation (DOT),TRR5GXJJ9254,"TRANSPORTATION, MICHIGAN DEPARTMENT OF",489331532
228,ASST_NON_693JJ31950003_6925,178894809.13,2019-06-21,69,Department of Transportation (DOT),PKFJZHG2MLG9,NATIONAL ACADEMY OF SCIENCES,20418
229,ASST_NON_69A37522300004020OH0_6940,11736604.01,2021-12-15,69,Department of Transportation (DOT),GLPQDNFRKQ36,"PUBLIC SAFETY, OHIO DEPARTMENT OF",432231102
230,ASST_NON_69A37522300004020OH0_6940,11736604.01,2021-12-15,69,Department of Transportation (DOT),GLPQDNFRKQ36,"PUBLIC SAFETY, OHIO DEPARTMENT OF",432231102
231,ASST_NON_69A37522300004020OH0_6940,11736604.01,2021-12-15,69,Department of Transportation (DOT),GLPQDNFRKQ36,"PUBLIC SAFETY, OHIO DEPARTMENT OF",432231102
232,ASST_NON_69A37522300001640OHA_6940,1614076.0,2022-05-16,69,Department of Transportation (DOT),GLPQDNFRKQ36,"PUBLIC SAFETY, OHIO DEPARTMENT OF",432231102
233,ASST_NON_MI-2021-049_6955,3245891.0,2021-08-18,69,Department of Transportation (DOT),NVZJM5MJ2MB6,"TRANSPORTATION, MICHIGAN DEPARTMENT OF",489331532
234,ASST_NON_693JJ31950003_6925,178894809.13,2019-06-21,69,Department of Transportation (DOT),PKFJZHG2MLG9,NATIONAL ACADEMY OF SCIENCES,20418
235,ASST_NON_693JJ22230000Y240CA5172026_6925,1440604.0,2022-08-08,69,Department of Transportation (DOT),UK66CLD4DX71,"CALIFORNIA, DEPARTMENT OF TRANSPORTATION",958167011
236,ASST_NON_693JJ31950003_6925,122837388.13,2019-06-21,69,Department of Transportation (DOT),PKFJZHG2MLG9,NATIONAL ACADEMY OF SCIENCES,204180007
237,ASST_NON_693JJ22230000Y240MN1920134_6925,4218000.0,2022-09-21,69,Department of Transportation (DOT),JL4EX4R4A647,"TRANSPORTATION, MINNESOTA DEPARTMENT OF",551551800
238,ASST_NON_693JJ22230000Y230MN1922005_6925,729620.49,2022-09-01,69,Department of Transportation (DOT),JL4EX4R4A647,"TRANSPORTATION, MINNESOTA DEPARTMENT OF",551551800
239,ASST_NON_693JJ22230000Y240MN1921136_6925,6994000.0,2022-04-18,69,Department of Transportation (DOT),JL4EX4R4A647,"TRANSPORTATION, MINNESOTA DEPARTMENT OF",551551800
240,ASST_NON_693JJ22230000Y001MN1920091_6925,3351801.5,2022-07-26,69,Department of Transportation (DOT),JL4EX4R4A647,"TRANSPORTATION, MINNESOTA DEPARTMENT OF",551551800
241,ASST_NON_KS-2021-002_6955,7166108.0,2021-04-20,69,Department of Transportation (DOT),S7VNQD6633Q6,"TRANSPORTATION, KANSAS DEPARTMENT OF",666033929
242,ASST_NON_693JJ22230000Y460CO0702383_6925,3500000.0,2022-07-07,69,Department of Transportation (DOT),M95NMB9MJKF7,COLORADO DEPARTMENT OF TRANSPORTATION,80204
243,ASST_NON_693JJ22230000Y240IN1600822_6925,1326762.08,2022-09-08,69,Department of Transportation (DOT),JGG2ZJCXBMY3,INDIANA DEPARTMENT OF TRANSPORTATION,462042273
244,ASST_NON_693JJ22230000Y001NJ0020302_6925,1648137.62,2022-04-25,69,Department of Transportation (DOT),ML8GCTH8C975,"TRANSPORTATION, NEW JERSEY DEPT OF",86182309
245,ASST_NON_693JJ22230000Y238VTMM19015_6925,276054.0,2022-03-03,69,Department of Transportation (DOT),K5ZLF422BS36,"TRANSPORTATION, VERMONT AGENCY OF",56414129
246,ASST_NON_TX-2022-050_6955,7500000.0,2022-08-29,69,Department of Transportation (DOT),KXKDXF9XV5T3,"TRANSPORTATION, TEXAS DEPARTMENT OF",787041202
247,ASST_NON_TX-2022-051_6955,56261200.0,2022-08-12,69,Department of Transportation (DOT),KXKDXF9XV5T3,"TRANSPORTATION, TEXAS DEPARTMENT OF",787041202
248,ASST_NON_693JJ31950003_6925,178894809.13,2019-06-21,69,Department of Transportation (DOT),PKFJZHG2MLG9,NATIONAL ACADEMY OF SCIENCES,20418
249,ASST_NON_VA-2022-036_6955,4174347.0,2022-08-15,69,Department of Transportation (DOT),EMU7L25FKNE9,"RAIL AND PUBLIC TRANSPORTATION, VIRGINIA DEPARTMENT OF",232193600
250,ASST_NON_KS-2022-013_6955,16802066.0,2022-07-27,69,Department of Transportation (DOT),S7VNQD6633Q6,"TRANSPORTATION, KANSAS DEPARTMENT OF",666033929
251,ASST_NON_693JJ31950003_6925,178894809.13,2019-06-21,69,Department of Transportation (DOT),PKFJZHG2MLG9,NATIONAL ACADEMY OF SCIENCES,20418
252,ASST_NON_693JJ31950003_6925,178894809.13,2019-06-21,69,Department of Transportation (DOT),PKFJZHG2MLG9,NATIONAL ACADEMY OF SCIENCES,20418
253,ASST_NON_693JJ31950003_6925,178894809.13,2019-06-21,69,Department of Transportation (DOT),PKFJZHG2MLG9,NATIONAL ACADEMY OF SCIENCES,20418
254,ASST_NON_693JJ31950003_6925,192914381.23,2019-06-21,69,Department of Transportation (DOT),PKFJZHG2MLG9,NATIONAL ACADEMY OF SCIENCES,20418
255,ASST_NON_69A3752230000405DNMM_6940,1510254.62,2021-12-15,69,Department of Transportation (DOT),KW1EKL33X3H9,NEW MEXICO DEPARTMENT OF TRANSPORTATION,875051842
256,ASST_NON_SD-2022-019_6955,9779002.0,2022-08-19,69,Department of Transportation (DOT),LWAMCP81LP14,"TRANSPORTATION, SOUTH DAKOTA DEPARTMENT OF",575012586
257,ASST_NON_693JJ22230000Y001CA5166015_6925,1671328.01,2022-06-06,69,Department of Transportation (DOT),UK66CLD4DX71,"CALIFORNIA, DEPARTMENT OF TRANSPORTATION",958167011
258,ASST_NON_693JJ22230000Y001CA5166025_6925,2988240.35,2022-04-25,69,Department of Transportation (DOT),UK66CLD4DX71,"CALIFORNIA, DEPARTMENT OF TRANSPORTATION",958167011
259,ASST_NON_693JJ22230000Y230MI22A0195_6925,642338.81,2022-02-16,69,Department of Transportation (DOT),TRR5GXJJ9254,"TRANSPORTATION, MICHIGAN DEPARTMENT OF",489331532
260,ASST_NON_693JJ22230000Y230MI22A0195_6925,642338.81,2022-02-16,69,Department of Transportation (DOT),TRR5GXJJ9254,"TRANSPORTATION, MICHIGAN DEPARTMENT OF",489331532
261,ASST_NON_693JJ31950003_6925,139744070.13,2019-06-21,69,Department of Transportation (DOT),PKFJZHG2MLG9,NATIONAL ACADEMY OF SCIENCES,204180007
262,ASST_NON_693JJ22230000Y301NJD00S374_6925,896660.05,2022-04-04,69,Department of Transportation (DOT),ML8GCTH8C975,"TRANSPORTATION, NEW JERSEY DEPT OF",86182309
263,ASST_NON_693JJ22230000Y301NJD00S374_6925,896660.05,2022-04-04,69,Department of Transportation (DOT),ML8GCTH8C975,"TRANSPORTATION, NEW JERSEY DEPT OF",86182309
264,ASST_NON_693JJ22230000Y001CA5351040_6925,442650.0,2022-04-19,69,Department of Transportation (DOT),UK66CLD4DX71,"CALIFORNIA, DEPARTMENT OF TRANSPORTATION",958167011
265,ASST_NON_69A37522300004020NY0_6940,17988261.38,2021-12-15,69,Department of Transportation (DOT),VND1SB25VXQ8,"MOTOR VEHICLES, NEW YORK STATE DEPARTMENT OF",122280001
266,ASST_NON_69A37522300004020NY0_6940,17988261.38,2021-12-15,69,Department of Transportation (DOT),VND1SB25VXQ8,"MOTOR VEHICLES, NEW YORK STATE DEPARTMENT OF",122280001
267,ASST_NON_69A3752230000405BNYH_6940,2352627.26,2021-12-15,69,Department of Transportation (DOT),VND1SB25VXQ8,"MOTOR VEHICLES, NEW YORK STATE DEPARTMENT OF",122280001
268,ASST_NON_69A3752230000405BNYH_6940,2352627.26,2021-12-15,69,Department of Transportation (DOT),VND1SB25VXQ8,"MOTOR VEHICLES, NEW YORK STATE DEPARTMENT OF",122280001
269,ASST_NON_69A3752230000405BNYH_6940,2352627.26,2021-12-15,69,Department of Transportation (DOT),VND1SB25VXQ8,"MOTOR VEHICLES, NEW YORK STATE DEPARTMENT OF",122280001
270,ASST_NON_693JJ22230000Y240CA5029039_6925,755000.0,2022-09-12,69,Department of Transportation (DOT),UK66CLD4DX71,"CALIFORNIA, DEPARTMENT OF TRANSPORTATION",958167011
271,ASST_NON_2202INLIEI_7590,1322623.0,2022-01-24,75,Department of Health and Human Services (HHS),PW8WAKF1KWG9,INDIANA HOUSING AND COMMUNITY DEVELOPMENT AUTHORITY,462043565
272,ASST_NON_693JJ22230000Y301NV0031143_6925,786800.0,2022-09-09,69,Department of Transportation (DOT),WBVJEBV5KPF4,"TRANSPORTATION, NEVADA DEPARTMENT OF",897120001
273,ASST_NON_693JJ22230000Y550VTSPWP022_6925,2000000.0,2022-01-27,69,Department of Transportation (DOT),K5ZLF422BS36,"TRANSPORTATION, VERMONT AGENCY OF",56414129
274,ASST_NON_693JJ22230000Y400IN1601147_6925,32000.0,2022-09-01,69,Department of Transportation (DOT),JGG2ZJCXBMY3,INDIANA DEPARTMENT OF TRANSPORTATION,462042273
275,ASST_NON_MN-2020-020_6955,4278400.0,2020-05-04,69,Department of Transportation (DOT),JL4EX4R4A647,"TRANSPORTATION, MINNESOTA DEPARTMENT OF",551551800
276,ASST_NON_MN-2020-020_6955,8712800.0,2020-05-04,69,Department of Transportation (DOT),JL4EX4R4A647,"TRANSPORTATION, MINNESOTA DEPARTMENT OF",551551800
