,contract_award_unique_key,award_id_piid,total_obligated_amount,award_base_action_date,awarding_agency_code,awarding_agency_name,recipient_uei,recipient_name,recipient_zip_4_code
119,CONT_AWD_W912EQ22F0045_9700_W912EQ20D0005_9700,W912EQ22F0045,3587200.0,2022-06-23,97,DEPARTMENT OF DEFENSE (DOD),VPLVZEFWPLK9,MIDWEST CONSTRUCTION COMPANY,684102335
120,CONT_IDV_12475620D0001_12C2,12475620D0001,82047.3,2020-03-24,12,DEPARTMENT OF AGRICULTURE (USDA),Y9SRXAT1MBJ8,"COPPERHEAD ENVIRONMENTAL CONSULTING, INC",404618365
121,CONT_AWD_693JK422F98517N_6901_693JK422D800008_6901,693JK422F98517N,51239.28,2022-09-28,69,DEPARTMENT OF TRANSPORTATION (DOT),MV16RAZPXBA1,XENTITY CORPORATION,804013275
122,CONT_AWD_140L1722F0008_1422_140L0618A0014_1422,140L1722F0008,54900.0,2022-01-21,14,DEPARTMENT OF THE INTERIOR (DOI),H8GMR61MW2C9,"ENVIRONMENTAL MANAGEMENT AND PLANNING SOLUTIONS, INC.",803012299
123,CONT_AWD_69319520F300068_6955_69319519D000015_6955,69319520F300068,4310688.0,2020-03-25,69,DEPARTMENT OF TRANSPORTATION (DOT),Y53MD79B68H7,"BURNS ENGINEERING, INC.",191037032
124,CONT_AWD_1331L522F13350269_1301_47QSWA18D008F_4732,1331L522F13350269,98.0,2022-06-03,13,DEPARTMENT OF COMMERCE (DOC),DT8KJHZXVJH5,CARAHSOFT TECHNOLOGY CORP.,201905230
125,CONT_AWD_693JJ922F00012N_6940_693JK418A600023_6901,693JJ922F00012N,15381.0,2022-09-28,69,DEPARTMENT OF TRANSPORTATION (DOT),NND1JNX2JBJ1,"UNISON VIRTUAL ACQUISITION OFFICE, LLC",201666644
126,CONT_AWD_693JJ319F000205_6925_693JJ319D000002_6925,693JJ319F000205,524967.8,2019-06-25,69,DEPARTMENT OF TRANSPORTATION (DOT),N3T8X4HCMNB7,"ITS AGILE, LLC",210435517
127,CONT_AWD_89303022FLP400028_8900_DELP0000129_8900,89303022FLP400028,323533.0,2022-03-29,89,DEPARTMENT OF ENERGY (DOE),ZCF2G9A61V29,ARCHETYPE II LLC,201705531
128,CONT_AWD_68HE0420F0082_6800_68HERH19D0001_6800,68HE0420F0082,4368717.65,2020-09-30,68,ENVIRONMENTAL PROTECTION AGENCY (EPA),EPUXNLX5EYC4,"AECOM TECHNICAL SERVICES, INC.",900713173
129,CONT_AWD_6973GH22F01697_6920_6973GH21D00033_6920,6973GH22F01697,59330.65,2022-09-12,69,DEPARTMENT OF TRANSPORTATION (DOT),CJ1CWKUJM3T5,"WESTON SOLUTIONS, INC",802154741
130,CONT_AWD_693JK422F98508N_6901_693JK422D800001_6901,693JK422F98508N,56050.86,2022-09-23,69,DEPARTMENT OF TRANSPORTATION (DOT),KA1YBAFEGUN7,"HIGH STREET CONSULTING GROUP, LLC",152082619
131,CONT_AWD_140P2021P0011_1443_-NONE-_-NONE-,140P2021P0011,282714.0,2021-04-12,14,DEPARTMENT OF THE INTERIOR (DOI),JJVYX4NZKLD8,PINEY ISLAND NATIVE PLANTS LLC,828012132
132,CONT_AWD_693JJ318F000003_6925_HTC71117DC001_9700,693JJ318F000003,1010000.0,2017-10-02,69,DEPARTMENT OF TRANSPORTATION (DOT),EM7LMJJCF6B7,FEDERAL EXPRESS CORPORATION,381321702
133,CONT_AWD_693JJ322F00194N_6925_693JJ320A000002_6925,693JJ322F00194N,124566.0,2022-07-26,69,DEPARTMENT OF TRANSPORTATION (DOT),FZH5JAFWM388,LONGEVITY CONSULTING LLC,201128850
134,CONT_AWD_6973GH22F01618_6920_6973GH22D00009_6920,6973GH22F01618,256979.3,2022-09-06,69,DEPARTMENT OF TRANSPORTATION (DOT),MTLZBCUL6Y61,"C.N.S. COMMUNICATIONS, LLC",852601525
135,CONT_AWD_140P2022C0067_1443_-NONE-_-NONE-,140P2022C0067,4542575.58,2022-03-09,14,DEPARTMENT OF THE INTERIOR (DOI),YNPYHKDKHDC8,SPR CONSTRUCTION CORPORATION,122071707
136,CONT_AWD_0001_6925_DTFH6117D00017_6925,0001,980731.14,2017-09-28,69,DEPARTMENT OF TRANSPORTATION (DOT),QDYMNFKNQ7E5,"SES GROUP & ASSOCIATES, LLC",219151032
137,CONT_AWD_140P1422C0014_1443_-NONE-_-NONE-,140P1422C0014,394534.79,2022-09-21,14,DEPARTMENT OF THE INTERIOR (DOI),X1LHPG94JKA9,"BLUE TRIDENT, LLC",981102650
138,CONT_AWD_140P8522F0149_1443_140F0822D0127_1448,140P8522F0149,4174483.56,2022-09-24,14,DEPARTMENT OF THE INTERIOR (DOI),JWQRLKWPHAJ4,"VLJM, LLC",920542637
139,CONT_AWD_6973GH22F00752_6920_6973GH22D00017_6920,6973GH22F00752,403142.54,2022-03-30,69,DEPARTMENT OF TRANSPORTATION (DOT),GAWHH13W8WR9,"WELLS GLOBAL, LLC",276163177
140,CONT_AWD_140G0222F0226_1434_140G0221D0011_1434,140G0222F0226,3858540.87,2022-09-19,14,DEPARTMENT OF THE INTERIOR (DOI),DLD6XLPDQKS8,MERRICK-SURDEX JOINT VENTURE,801114702
141,CONT_AWD_693JJ420F000059_6953_NNG15SC93B_8000,693JJ420F000059,4559325.51,2020-09-23,69,DEPARTMENT OF TRANSPORTATION (DOT),XVNBJ1QJY5N4,"TRIBALCO, LLC",208146193
142,CONT_AWD_1240BE22F0103_12C2_1204N020A0068_12C2,1240BE22F0103,498900.0,2022-09-07,12,DEPARTMENT OF AGRICULTURE (USDA),TB5PGUMUFEY9,QUICKSILVER CONTRACTING COMPANY,977397584
143,CONT_AWD_693JJ321F000465_6925_693JJ320A000011_6925,693JJ321F000465,891832.8,2021-09-30,69,DEPARTMENT OF TRANSPORTATION (DOT),MPGNDNHHWM33,CRITERION SYSTEMS INC,221822624
144,CONT_AWD_69056722F00069N_6925_69056720A000005_6925,69056722F00069N,124300.0,2022-06-16,69,DEPARTMENT OF TRANSPORTATION (DOT),E56XMJRCJAK5,"BUDINGER & ASSOCIATES, INC.",992121275
145,CONT_AWD_89303021FCR000002_8900_89303019AIM000005_8900,89303021FCR000002,4169062.64,2021-02-18,89,DEPARTMENT OF ENERGY (DOE),C47BNA8GM833,ACCENTURE FEDERAL SERVICES LLC,222032151
146,CONT_AWD_70RSAT18CB0000049_7001_-NONE-_-NONE-,70RSAT18CB0000049,9114301.99,2018-09-27,70,DEPARTMENT OF HOMELAND SECURITY (DHS),G7LDCNK1WM96,"DAGER TECHNOLOGY , LLC",201666703
147,CONT_AWD_697DCK22C00230_6920_-NONE-_-NONE-,697DCK22C00230,409806.0,2022-07-28,69,DEPARTMENT OF TRANSPORTATION (DOT),MHFCLKT3GAX9,"BRICE SOLUTIONS, LLC",995035800
148,CONT_AWD_12444222F0036_12C2_127A8619D0006_12C2,12444222F0036,33272.0,2022-02-24,12,DEPARTMENT OF AGRICULTURE (USDA),SNBNHEXFKGJ9,CARL POTTER FORESTRY INC,728578922
149,CONT_AWD_140L3422F0006_1422_140L0620D0054_1422,140L3422F0006,121305.12,2022-07-15,14,DEPARTMENT OF THE INTERIOR (DOI),U1PKDVNN6W35,"TODD BONNEY TRUCKING, LLC",594572277
150,CONT_AWD_69056721F000103_6925_69056721D000005_6925,69056721F000103,376228.75,2021-09-14,69,DEPARTMENT OF TRANSPORTATION (DOT),KW5VADW5X6C9,PROHNS LLC,998019385
151,CONT_AWD_6982AF22F00163N_6925_6982AF19D000007_6925,6982AF22F00163N,222999.51,2022-09-09,69,DEPARTMENT OF TRANSPORTATION (DOT),V4HFLGJNNZR9,"ATKINS NORTH AMERICA, INC.",802373015
152,CONT_AWD_1202SA22K9610_12C2_1202SA22T9601_12C2,1202SA22K9610,80999.13,2022-06-23,12,DEPARTMENT OF AGRICULTURE (USDA),WNCJRXEDXB16,"DRONE AMPLIFIED, INC.",685024840
153,CONT_AWD_127EAS22P0071_12C2_-NONE-_-NONE-,127EAS22P0071,30000.0,2022-09-30,12,DEPARTMENT OF AGRICULTURE (USDA),DML8AMZNWBM4,VENCE CORP,921271667
154,CONT_AWD_1240LN22F0091_12C2_12034319D0014_12C2,1240LN22F0091,451240.0,2022-06-30,12,DEPARTMENT OF AGRICULTURE (USDA),C9KKR521WLG3,"IMPERIAL FORESTRY, INCORPORATED",975023207
155,CONT_AWD_W912PM21C0002_9700_-NONE-_-NONE-,W912PM21C0002,4566536.57,2020-12-02,97,DEPARTMENT OF DEFENSE (DOD),NDPTG74RTLZ6,"FEDSERV, INC.",327928950
156,CONT_AWD_693JJ321F000057_6925_693JJ321D000001_6925,693JJ321F000057,1360919.0,2021-02-19,69,DEPARTMENT OF TRANSPORTATION (DOT),EADLFP7Z72E5,GEORGE MASON UNIVERSITY,220304422
157,CONT_AWD_68HE0422C0002_6800_-NONE-_-NONE-,68HE0422C0002,1803551.99,2022-09-12,68,ENVIRONMENTAL PROTECTION AGENCY (EPA),HHL8UYMNHK57,RAMBOLL AMERICAS ENGINEERING SOLUTIONS INC,13202
158,CONT_AWD_1332KP22FNEEA0040_1330_1305M421ANAAA0038_1330,1332KP22FNEEA0040,10066426.34,2022-09-09,13,DEPARTMENT OF COMMERCE (DOC),L3LZRJNCQSA6,"GAMA-1 TECHNOLOGIES, LLC",207703535
159,CONT_AWD_693JJ419C000004_6953_-NONE-_-NONE-,693JJ419C000004,1580612.51,2019-09-25,69,DEPARTMENT OF TRANSPORTATION (DOT),L7KTVGQMQLX3,NATIONAL INSTITUTE FOR SAFETY RESEARCH INC.,174029282
160,CONT_AWD_693JJ422F00043N_6953_NNG15SD60B_8000,693JJ422F00043N,296943.82,2022-08-10,69,DEPARTMENT OF TRANSPORTATION (DOT),CGE8ABMZLZN9,"ADVANCED COMPUTER CONCEPTS, INC.",221023317
161,CONT_AWD_1331L522C13350003_1301_-NONE-_-NONE-,1331L522C13350003,4499999.0,2022-01-21,13,DEPARTMENT OF COMMERCE (DOC),EM8WNDKK1EH4,"STEEL POINT SOLUTIONS, LLC",207053166
162,CONT_AWD_12444222F0212_12C2_12444222D0005_12C2,12444222F0212,31988.04,2022-07-07,12,DEPARTMENT OF AGRICULTURE (USDA),MWP3T73JL8N5,"M&D FORESTRY SERVICE, L.L.C.",728539307
163,CONT_AWD_68HE0820F0082_6800_68HE0820D0001_6800,68HE0820F0082,5050855.0,2020-09-18,68,ENVIRONMENTAL PROTECTION AGENCY (EPA),WL4VMSDRCLR5,"TETRA TECH, INC.",802025164
164,CONT_AWD_693JJ922P000025_6940_-NONE-_-NONE-,693JJ922P000025,45000.0,2022-03-23,69,DEPARTMENT OF TRANSPORTATION (DOT),CEFCD41CLDJ8,SHI INTERNATIONAL CORP.,088734179
165,CONT_AWD_68HE0422F0065_6800_68HE0519D0006_6800,68HE0422F0065,479513.35,2022-07-11,68,ENVIRONMENTAL PROTECTION AGENCY (EPA),W4NLBJHRP7H3,"TETRA TECH, INC.",300961207
166,CONT_AWD_140L3722C0030_1422_-NONE-_-NONE-,140L3722C0030,1641705.0,2022-09-12,14,DEPARTMENT OF THE INTERIOR (DOI),H2GGX1VBALG1,"MORRIS AG AIR SOUTHWEST, LLC",85365
167,CONT_AWD_1240LQ22F0018_12C2_1282X919D0012_12C2,1240LQ22F0018,876352.0,2022-07-15,12,DEPARTMENT OF AGRICULTURE (USDA),ZWBDMRJBEJ44,SUMMITT FORESTS INC.,975203777
168,CONT_AWD_1331L522FNCNT0372_1330_DOCSS130118BU0005_1301,1331L522FNCNT0372,14249.5,2022-07-05,13,DEPARTMENT OF COMMERCE (DOC),GJJRGECWBFK9,CSP ENTERPRISES LLC,217046697
169,CONT_AWD_693JJ322F00355N_6925_693JJ322A000005_6925,693JJ322F00355N,1833615.0,2022-09-26,69,DEPARTMENT OF TRANSPORTATION (DOT),E9BSACNAJ7G1,"LEIDOS, INC.",201905617
170,CONT_AWD_140F0622F0137_1448_140F0421A0007_1448,140F0622F0137,11000.0,2022-07-25,14,DEPARTMENT OF THE INTERIOR (DOI),G257Y1DRL6E5,"BRUSH & WEED CONTROL SPECIALISTS, INC.",505117085
171,CONT_AWD_69319522F30080N_6955_69319519D000002_6955,69319522F30080N,1720373.81,2022-09-29,69,DEPARTMENT OF TRANSPORTATION (DOT),CBDLJPQ9ESL7,TFC CONSULTING INC.,208504085
172,CONT_AWD_W912WJ22F0046_9700_W912WJ19A0017_9700,W912WJ22F0046,13848.0,2022-03-28,97,DEPARTMENT OF DEFENSE (DOD),M7K7CJPU2151,,064882299
173,CONT_AWD_DEAC0205CH11231_8900_-NONE-_-NONE-,DEAC0205CH11231,14893919966.67,2005-04-19,89,DEPARTMENT OF ENERGY (DOE),ENBLDJUN4N73,THE REGENTS OF THE UNIVERSITY OF CALIFORNIA (1741),947200000
174,CONT_AWD_140L5422F0003_1422_INL17PC00072_1422,140L5422F0003,157961.04,2022-09-14,14,DEPARTMENT OF THE INTERIOR (DOI),GPAQG3DPLWF5,"NORTH WIND CONSTRUCTION SERVICES, LLC",834021513
175,CONT_AWD_1282B122F0048_12C2_12010920D0015_12C2,1282B122F0048,399750.0,2022-09-30,12,DEPARTMENT OF AGRICULTURE (USDA),FS7UQN32UDC1,"KETCHIKAN READY-MIX & QUARRY, INC.",999015500
176,CONT_AWD_693JJ919F000164_6940_GS23F0137R_4730,693JJ919F000164,388201.44,2019-09-17,69,DEPARTMENT OF TRANSPORTATION (DOT),Q6ULESYWUAG6,SCHATZ PUBLISHING GROUP LIMITED LIABILITY COMPANY,746316511
177,CONT_AWD_89243318CFE000003_8900_-NONE-_-NONE-,89243318CFE000003,470579798.0,2018-06-25,89,DEPARTMENT OF ENERGY (DOE),MYKLJHTX3MM7,LEIDOS INNOVATIONS CORPORATION,208793328
178,CONT_AWD_1240LR22P0087_12C2_-NONE-_-NONE-,1240LR22P0087,34249.1,2022-09-06,12,DEPARTMENT OF AGRICULTURE (USDA),PD45MS78A175,"SMITH-ROOT, INC.",986861845
179,CONT_AWD_127EAU22F0042_12C2_12837120D0007_12C2,127EAU22F0042,303300.0,2022-08-10,12,DEPARTMENT OF AGRICULTURE (USDA),JHN5GDMWC7B7,"PALEOWEST, L.L.C.",850041532
180,CONT_AWD_693JJ322F00281N_6925_693JJ319D000019_6925,693JJ322F00281N,102684.0,2022-09-20,69,DEPARTMENT OF TRANSPORTATION (DOT),LQL6F91RQ7N5,"QUALITY ENGINEERING SOLUTIONS, INC.",163167225
181,CONT_AWD_692M1522F00122_6920_692M1521D00005_6920,692M1522F00122,305129.54,2022-07-20,69,DEPARTMENT OF TRANSPORTATION (DOT),EPJXJJAXYF38,"AECOM ENERGY & CONSTRUCTION, INC.",298013852
182,CONT_AWD_6973GH22F00453_6920_6973GH22D00010_6920,6973GH22F00453,2569677.77,2022-02-03,69,DEPARTMENT OF TRANSPORTATION (DOT),E2W6TRUP2FA8,CUSA CONSULTING LLC,038421970
183,CONT_AWD_693KA822F00402_6920_DTFAWA12D00020_6920,693KA822F00402,4000000.0,2022-09-14,69,DEPARTMENT OF TRANSPORTATION (DOT),GCGMJMZNLGU5,,530835311
184,CONT_AWD_693JJ321F000198_6925_693JJ321D000004_6925,693JJ321F000198,169008.0,2021-07-29,69,DEPARTMENT OF TRANSPORTATION (DOT),GF7DZMJ7MXX1,"AHTNA LOGISTICS, LLC",995035677
185,CONT_AWD_693JK422F85001N_6901_693JJ321D000003_6925,693JK422F85001N,115465.68,2022-04-19,69,DEPARTMENT OF TRANSPORTATION (DOT),KGJUK3TUQ416,"BIZZELL GROUP LLC, THE",207852230
186,CONT_AWD_12318721F0206_12C2_12318721A0008_12C2,12318721F0206,8784120.0,2021-05-14,12,DEPARTMENT OF AGRICULTURE (USDA),UKXQJYEKUN34,GOVSTRIVE LLC,310216172
187,CONT_AWD_6973GH22F01729_6920_6973GH22D00015_6920,6973GH22F01729,290000.72,2022-09-13,69,DEPARTMENT OF TRANSPORTATION (DOT),VZH2RXQG6QD5,SENTINEL POWER SERVICES LLC,85377
188,CONT_AWD_1240BD22F0064_12C2_1204T018A0021_12C2,1240BD22F0064,270898.0,2022-06-15,12,DEPARTMENT OF AGRICULTURE (USDA),C9KKR521WLG3,"IMPERIAL FORESTRY, INCORPORATED",975023207
189,CONT_AWD_693JJ322P000039_6925_-NONE-_-NONE-,693JJ322P000039,100694.43,2022-09-07,69,DEPARTMENT OF TRANSPORTATION (DOT),UAFMCFTGUDE1,THE PARNIN GROUP LLC,223011086
190,CONT_AWD_140F0122C0055_1448_-NONE-_-NONE-,140F0122C0055,3949637.67,2022-08-12,14,DEPARTMENT OF THE INTERIOR (DOI),QP8VNJ36KNY4,"WRIGHT BROS., LLC",364202573
191,CONT_AWD_140P8322P0016_1443_-NONE-_-NONE-,140P8322P0016,112000.0,2022-04-06,14,DEPARTMENT OF THE INTERIOR (DOI),K6K3L4WYU8L6,"COURTNEY, CRAGG",98852
192,CONT_AWD_6973GH22F01693_6920_6973GH22D00015_6920,6973GH22F01693,57308.92,2022-09-09,69,DEPARTMENT OF TRANSPORTATION (DOT),VZH2RXQG6QD5,SENTINEL POWER SERVICES LLC,85377
193,CONT_AWD_12363N21P4016_12C2_-NONE-_-NONE-,12363N21P4016,731752.48,2021-06-04,12,DEPARTMENT OF AGRICULTURE (USDA),PY2APMC998M3,,362741302
194,CONT_AWD_693JJ322F000087_6925_693JJ320D000005_6925,693JJ322F000087,4439282.56,2022-04-12,69,DEPARTMENT OF TRANSPORTATION (DOT),HLT8L7ABKBR3,IENGINEERING CORPORATION,201524128
195,CONT_AWD_12970222C0010_12C2_-NONE-_-NONE-,12970222C0010,150930.0,2022-09-21,12,DEPARTMENT OF AGRICULTURE (USDA),MBWLYCYQA8F7,PER-GEESH CONSTRUCTION CORPORATION,95548
196,CONT_AWD_12363N22C4022_12C2_-NONE-_-NONE-,12363N22C4022,161661.0,2022-09-14,12,DEPARTMENT OF AGRICULTURE (USDA),C4JANLF8L1Z5,NORTHERN TIMBERLANDS INC,497959514
197,CONT_AWD_140L5722P0058_1422_-NONE-_-NONE-,140L5722P0058,95075.0,2022-09-24,14,DEPARTMENT OF THE INTERIOR (DOI),DJ6LV9SLBLL1,CUTTING EDGE CONTRACTORS INC,891835688
198,CONT_AWD_68HE0622F0025_6800_68HE0422D0001_6800,68HE0622F0025,7232000.0,2022-05-05,68,ENVIRONMENTAL PROTECTION AGENCY (EPA),MHMPN3F73NX3,"ENVIRONMENTAL RESTORATION, L.L.C.",630262926
199,CONT_AWD_2032H521F00666_2050_75N98120D00172_7529,2032H521F00666,5073068.96,2021-09-15,20,DEPARTMENT OF THE TREASURY (TREAS),EMX1P81U9GG5,"APOGEE-SAIC CAPABILITIES INTEGRATOR, LLC",809201036
200,CONT_AWD_693JJ922F00170N_6940_693JJ921D000034_6940,693JJ922F00170N,230416.74,2022-09-22,69,DEPARTMENT OF TRANSPORTATION (DOT),KV6LNFQWZH48,TOXCEL LLC,201553061
201,CONT_AWD_12445122C0017_12C2_-NONE-_-NONE-,12445122C0017,50000.0,2022-07-01,12,DEPARTMENT OF AGRICULTURE (USDA),MH3SNUCUVRY9,"BACON, FARMER, WORKMAN ENGINEERING & TESTING, INC.",420032819
202,CONT_AWD_12FPC322F0103_12D0_12SPEC18D0020_12C3,12FPC322F0103,149924.34,2022-06-22,12,DEPARTMENT OF AGRICULTURE (USDA),P97JFA4B4A86,JONES & DEMILLE ENGINEERING,847017075
203,CONT_AWD_140P2122F0124_1443_140P2121A0026_1443,140P2122F0124,1576212.8,2022-08-09,14,DEPARTMENT OF THE INTERIOR (DOI),KJQHMKR62UJ3,VANASSE HANGEN BRUSTLIN INC,231855797
204,CONT_AWD_693JJ319F000240_6925_693JJ319D000009_6925,693JJ319F000240,1906142.03,2019-07-26,69,DEPARTMENT OF TRANSPORTATION (DOT),L4JMCU766GN6,"MACROSYS, LLC",222091708
205,CONT_AWD_1240BJ22F0053_12C2_12046W18D0010_12C2,1240BJ22F0053,166881.0,2022-08-12,12,DEPARTMENT OF AGRICULTURE (USDA),VVPHP99JQHF9,"NORTH WIND INFRASTRUCTURE AND TECHNOLOGY, LLC",834023320
206,CONT_AWD_693JJ321F000085_6925_693JJ319A000013_6925,693JJ321F000085,2929294.16,2021-04-07,69,DEPARTMENT OF TRANSPORTATION (DOT),VMRTJLWMQRH7,HALVIK CORP,221822229
207,CONT_AWD_693JJ322F00417N_6925_NNG15SD11B_8000,693JJ322F00417N,273903.19,2022-09-26,69,DEPARTMENT OF TRANSPORTATION (DOT),DJACUETFQUL8,"GOVSMART, INC.",229035203
208,CONT_AWD_68HE0720F0159_6800_68HERH19D0012_6800,68HE0720F0159,27223975.85,2020-09-18,68,ENVIRONMENTAL PROTECTION AGENCY (EPA),JQYTHZ2C8L69,,30318
209,CONT_AWD_693JJ321F000390_6925_693JJ321D000003_6925,693JJ321F000390,960617.0,2021-09-23,69,DEPARTMENT OF TRANSPORTATION (DOT),KGJUK3TUQ416,"BIZZELL GROUP LLC, THE",207852230
210,CONT_AWD_68HE0320F0007_6800_68HE0118D0006_6800,68HE0320F0007,1740687.14,2019-12-20,68,ENVIRONMENTAL PROTECTION AGENCY (EPA),S7Q4GKNGGA81,"HYDROGEOLOGIC, INC.",201905375
211,CONT_AWD_12444522F0101_12C2_12444521D0020_12C2,12444522F0101,8932.64,2022-07-29,12,DEPARTMENT OF AGRICULTURE (USDA),M11LKCXAJ4T5,"SILV RESOURCE SERVICES, LLC",652018977
212,CONT_AWD_6973GH22F01088_6920_6973GH22D00016_6920,6973GH22F01088,99175.91,2022-06-07,69,DEPARTMENT OF TRANSPORTATION (DOT),C4DSLZNYMPV3,"URBAN ELECTRIC, INC.",327013451
213,CONT_AWD_6973GH22F01509_6920_6973GH22D00015_6920,6973GH22F01509,125284.9,2022-08-22,69,DEPARTMENT OF TRANSPORTATION (DOT),VZH2RXQG6QD5,SENTINEL POWER SERVICES LLC,85377
214,CONT_AWD_693JJ918C000025_6940_-NONE-_-NONE-,693JJ918C000025,3761351.23,2018-09-29,69,DEPARTMENT OF TRANSPORTATION (DOT),CGMEE5V9L6F6,"TTW SOLUTIONS, INC.",208171008
215,CONT_AWD_697DCK22C00315_6920_-NONE-_-NONE-,697DCK22C00315,479818.0,2022-08-22,69,DEPARTMENT OF TRANSPORTATION (DOT),JRQXSF9KB3Z5,HELLS CANYON BUILDING SOLUTIONS LLC,151201732
216,CONT_AWD_1240BD22F0088_12C2_1204T019A0004_12C2,1240BD22F0088,68244.0,2022-08-04,12,DEPARTMENT OF AGRICULTURE (USDA),TW28HX5LBW43,"RAMOS REFORESTATION, INC.",986269545
217,CONT_AWD_140P2022F0337_1443_140P2021D0003_1443,140P2022F0337,208573.19,2022-09-14,14,DEPARTMENT OF THE INTERIOR (DOI),KJQHMKR62UJ3,"VANASSE HANGEN BRUSTLIN, INC.",231855797
218,CONT_AWD_693JJ422F00058N_6953_693JJ319A000015_6925,693JJ422F00058N,0.0,2022-09-21,69,DEPARTMENT OF TRANSPORTATION (DOT),J1ADW6BL8MN5,SPATIAL FRONT INCORPORATED,221023010
219,CONT_AWD_1240BD22P0042_12C2_-NONE-_-NONE-,1240BD22P0042,53275.0,2022-04-19,12,DEPARTMENT OF AGRICULTURE (USDA),QXAXJD14YR53,POWLESS PROFESSIONAL CONSTRUCTION LLC,976019371
220,CONT_AWD_1240LP22P0047_12C2_-NONE-_-NONE-,1240LP22P0047,143260.0,2022-03-18,12,DEPARTMENT OF AGRICULTURE (USDA),NASRCABDA3H1,ARROWHEAD FORESTRY,577327302
221,CONT_AWD_1240BE22F0016_12C2_1204N020A0066_12C2,1240BE22F0016,71820.0,2022-04-01,12,DEPARTMENT OF AGRICULTURE (USDA),SK84C8D238C9,"PONDEROSA REFORESTATION, INC.",975013822
222,CONT_AWD_68HE0H18F1507_6800_EPW18007_6800,68HE0H18F1507,4343909.76,2018-06-06,68,ENVIRONMENTAL PROTECTION AGENCY (EPA),TRKEP1HEBNS5,CGI FEDERAL INC.,220334902
223,CONT_AWD_68HE0220F0082_6800_68HE0318D0013_6800,68HE0220F0082,2885505.94,2020-09-30,68,ENVIRONMENTAL PROTECTION AGENCY (EPA),J49NKUPKV6V4,"NOBIS ENGINEERING, INC.",033018537
224,CONT_AWD_693JJ919F000203_6940_DTNH2216D00023_6940,693JJ919F000203,2558578.0,2019-09-24,69,DEPARTMENT OF TRANSPORTATION (DOT),D2NQJ172H1F9,"DUNLAP AND ASSOCIATES, INC.",069062300
225,CONT_AWD_1240LP22P0122_12C2_-NONE-_-NONE-,1240LP22P0122,48711.0,2022-09-15,12,DEPARTMENT OF AGRICULTURE (USDA),TKG9ZQYZDPY3,DIETARY EQUIPMENT INCORPORATED,292012133
226,CONT_AWD_6973GH22F01059_6920_6973GH22D00013_6920,6973GH22F01059,93604.75,2022-05-26,69,DEPARTMENT OF TRANSPORTATION (DOT),NAHNHCECQLB8,PORT GRAHAM DEVELOPMENT CORPORATION,996456739
227,CONT_AWD_12441922F0041_12C2_127K1120D0002_12C2,12441922F0041,28440.0,2022-09-06,12,DEPARTMENT OF AGRICULTURE (USDA),SYE2JFBCLHJ3,"CAPLIS FORESTRY, L.L.C.",711129846
228,CONT_AWD_89303022FLP400036_8900_DELP0000129_8900,89303022FLP400036,19970.57,2022-08-03,89,DEPARTMENT OF ENERGY (DOE),ZCF2G9A61V29,ARCHETYPE II LLC,201705531
229,CONT_AWD_1240LP22P0039_12C2_-NONE-_-NONE-,1240LP22P0039,170860.0,2022-03-23,12,DEPARTMENT OF AGRICULTURE (USDA),CDMPGNLGVNT4,"OC FORESTRY, INCORPORATED",975012819
230,CONT_AWD_140P2022F0214_1443_47QRAA21D003G_4732,140P2022F0214,70924.8,2022-07-12,14,DEPARTMENT OF THE INTERIOR (DOI),CRMCSQC1JMH5,ACE CONSULTING COMPANY LLC,403561495
231,CONT_AWD_12444122F0102_12C2_12467020A0033_12C2,12444122F0102,183511.44,2022-06-28,12,DEPARTMENT OF AGRICULTURE (USDA),MDH6ZNNM32B6,"APALACHEE RESEARCH ARCHAEOLOGICAL CONSULTANTS, INC.",306013023
232,CONT_AWD_1331L522F13350060_1301_1331L522A13ES0001_1301,1331L522F13350060,953508.05,2022-01-13,13,DEPARTMENT OF COMMERCE (DOC),EJJMMJHYDFH6,SOFTWARE INFORMATION RESOURCE CORP.,200372500
233,CONT_AWD_6973GH22F01758_6920_6973GH18D00017_6920,6973GH22F01758,114179.0,2022-09-14,69,DEPARTMENT OF TRANSPORTATION (DOT),J83HU9YE2LH5,"FIRST LOGISTEX, INC.",808318405
234,CONT_AWD_1240LT22F0067_12C2_1240LR21D0006_12C2,1240LT22F0067,200771.36,2022-07-14,12,DEPARTMENT OF AGRICULTURE (USDA),UNKRP7QN2647,"NORTHWEST TECHNOLOGIES, INC.",837090144
235,CONT_AWD_693JJ919F000067_6940_693JJ918D000019_6940,693JJ919F000067,4269697.0,2019-06-27,69,DEPARTMENT OF TRANSPORTATION (DOT),VM3RJUJSN3A4,TRANSPORTATION RESEARCH CENTER INC.,433199473
236,CONT_AWD_1240LT22C0038_12C2_-NONE-_-NONE-,1240LT22C0038,30500.0,2022-06-24,12,DEPARTMENT OF AGRICULTURE (USDA),WMP8J7D6P193,DUNCAN DIRT WORKS INC,83612
237,CONT_AWD_1240BD22F0052_12C2_1205G119D0004_12C2,1240BD22F0052,45620.0,2022-05-17,12,DEPARTMENT OF AGRICULTURE (USDA),EK6NNNADKMK4,VIGS LLC,838358788
238,CONT_AWD_12444122F0168_12C2_GS07F0602N_4730,12444122F0168,107900.0,2022-09-29,12,DEPARTMENT OF AGRICULTURE (USDA),MLC1FHL356S9,C X T INCORPORATED,992066711
